start_time,end_time,category,selected_image,jitter_var,correct,target,distractor
913.577,914.195,1,2,"[(0.95, -10), (0.94, 10), (0.98, -10), (0.96, 10)]",True,img10,img8
914.758,915.251,1,0,"[(1.06, 10), (0.92, -10), (0.97, 10), (0.98, 10)]",True,img6,img1
915.82,916.414,5,2,"[(0.93, -5), (0.94, -10), (0.95, -5), (0.94, 0)]",True,img7,img10
918.374,919.037,2,1,"[(0.92, 10), (0.97, 0), (0.92, 0), (0.96, 5)]",True,img4,img8
920.757,921.404,1,1,"[(1.07, -5), (0.98, -5), (1.09, 5), (0.95, 5)]",False,img3,img9
922.971,923.758,1,0,"[(0.92, 0), (0.92, 5), (1.05, -5), (0.94, 10)]",True,img2,img10
924.317,925.165,4,3,"[(0.95, 5), (1.06, 5), (0.92, -10), (1.07, 0)]",True,img10,img5
926.263,926.948,2,2,"[(1.03, 10), (0.93, -5), (1.05, -10), (1.09, -5)]",True,img9,img10
927.511,928.219,1,0,"[(0.91, 0), (1.04, -10), (0.96, -5), (1.0, 10)]",True,img9,img6
928.775,929.445,5,2,"[(0.98, -5), (1.04, 10), (0.93, 0), (0.91, -5)]",True,img8,img3
929.996,930.697,4,1,"[(0.93, -5), (1.0, 10), (1.05, 5), (1.08, 0)]",False,img3,img1
933.463,933.973,5,0,"[(0.95, -10), (1.01, -10), (1.06, 10), (1.07, -10)]",True,img5,img9
936.189,936.875,2,2,"[(1.08, 0), (1.02, 5), (1.06, 0), (1.09, 0)]",True,img2,img3
937.445,938.049,5,2,"[(0.93, -5), (0.96, 5), (0.96, 0), (1.06, 5)]",True,img7,img5
938.773,939.502,4,3,"[(1.08, 5), (0.93, 5), (1.06, 5), (0.99, 10)]",False,img10,img9
941.061,941.702,4,1,"[(0.96, -5), (0.98, 5), (0.95, 10), (0.91, 0)]",True,img3,img10
942.265,942.883,2,1,"[(1.06, 0), (1.09, 10), (1.08, 5), (1.07, -5)]",True,img7,img10
943.441,943.996,5,2,"[(1.06, -5), (0.94, 10), (1.03, 0), (1.04, -5)]",True,img6,img10
944.543,945.228,2,2,"[(1.08, 5), (1.01, 5), (0.92, 5), (0.97, -10)]",True,img2,img9
945.802,946.343,5,1,"[(1.09, -10), (1.05, -10), (1.04, -5), (0.91, 5)]",True,img8,img6
946.908,947.587,1,2,"[(1.1, 10), (0.94, 0), (1.0, 5), (1.01, -5)]",True,img1,img9
948.167,949.061,4,3,"[(0.92, 5), (0.9, -5), (0.96, 0), (1.06, 0)]",True,img10,img4
949.626,950.142,5,1,"[(0.94, 5), (0.99, 5), (0.91, 5), (1.05, -10)]",True,img9,img1
950.703,951.545,1,2,"[(0.92, -5), (1.03, 10), (0.98, -10), (0.9, 0)]",True,img5,img2
954.392,954.918,2,1,"[(1.04, -10), (1.07, -10), (1.06, -10), (1.02, 5)]",False,img10,img2
956.475,957.029,1,1,"[(1.09, -5), (0.96, 10), (1.07, 0), (1.08, 10)]",False,img6,img3
958.584,959.202,1,0,"[(0.94, 5), (1.09, 5), (1.03, 10), (1.01, -10)]",True,img7,img8
959.78,960.284,1,0,"[(1.04, -5), (0.97, 5), (1.01, 0), (0.91, -5)]",True,img4,img9
960.845,961.406,1,0,"[(1.0, 5), (1.08, 10), (0.9, 10), (1.06, -5)]",False,img2,img3
962.956,963.55,2,0,"[(1.1, 5), (1.02, 0), (0.94, 10), (0.9, -5)]",False,img9,img4
965.111,965.72,1,0,"[(0.9, 10), (0.96, -5), (1.08, 10), (1.08, -5)]",False,img10,img9
967.271,967.782,5,0,"[(1.07, -10), (1.02, 0), (1.04, 0), (0.94, 0)]",True,img8,img7
968.345,969.157,4,0,"[(0.91, 10), (0.97, -10), (0.9, -5), (1.02, 0)]",True,img10,img2
969.731,970.491,2,1,"[(0.92, -10), (1.02, 0), (0.97, 0), (1.06, -5)]",True,img10,img6
971.57,972.224,2,1,"[(1.09, 0), (0.96, -10), (1.1, -5), (0.91, 0)]",True,img6,img4
972.864,973.46,5,2,"[(1.0, 5), (0.92, 5), (1.02, 5), (1.02, 5)]",True,img1,img6
974.016,974.641,1,1,"[(1.09, -10), (0.92, 0), (0.95, 0), (1.06, 0)]",False,img3,img6
976.21,977.06,2,3,"[(0.97, 0), (1.08, -10), (1.04, 5), (0.9, 5)]",True,img8,img4
978.709,979.231,1,1,"[(1.08, 5), (0.94, -5), (1.0, 0), (1.01, -5)]",False,img3,img10
981.939,982.463,5,2,"[(1.06, -10), (1.06, 10), (0.92, -10), (1.04, 10)]",True,img6,img3
983.016,983.653,1,0,"[(0.9, 10), (0.95, 10), (1.06, 10), (0.99, 5)]",False,img1,img5
985.219,986.156,2,0,"[(0.92, 0), (0.93, 0), (0.96, 10), (1.02, -10)]",True,img9,img8
986.729,987.382,4,2,"[(0.97, -10), (0.95, 5), (1.01, 0), (1.07, 5)]",True,img7,img8
987.945,988.466,5,0,"[(1.09, -5), (1.03, -5), (0.98, -10), (0.95, 5)]",True,img4,img6
989.053,989.954,1,1,"[(1.05, 10), (1.01, 0), (0.96, -10), (1.05, -5)]",False,img2,img9
991.505,992.065,5,1,"[(1.05, -5), (0.97, 5), (0.98, -5), (1.0, -5)]",True,img5,img1
992.621,993.37,2,3,"[(0.96, 10), (1.06, 0), (0.98, -5), (1.0, -10)]",True,img4,img3
993.925,994.492,1,3,"[(1.02, 10), (0.95, 0), (1.08, -10), (0.98, 10)]",True,img7,img10
995.053,995.656,5,3,"[(0.95, 10), (1.06, 5), (1.04, 5), (0.93, 0)]",True,img2,img1
996.196,996.748,5,0,"[(0.94, 0), (1.09, 0), (1.04, 0), (1.03, -5)]",True,img9,img4
997.297,998.292,4,3,"[(1.02, 0), (1.09, -10), (0.93, 5), (1.07, 10)]",True,img6,img7
998.847,999.464,1,0,"[(0.95, 5), (1.03, 10), (1.04, -10), (0.92, -10)]",False,img2,img5
1001.024,1001.866,4,3,"[(1.0, -5), (0.9, 0), (1.05, 0), (0.94, 5)]",False,img4,img3
1006.353,1006.957,1,0,"[(0.99, 10), (0.96, -10), (0.93, -10), (1.03, 5)]",True,img2,img8
1007.497,1008.452,2,0,"[(0.95, 5), (1.03, -10), (1.09, -5), (0.99, 5)]",False,img3,img8
1010.009,1010.345,5,0,"[(0.99, 0), (1.01, 5), (0.9, 10), (1.09, -5)]",False,img5,img6
1011.91,1012.449,1,1,"[(1.04, 5), (1.08, -5), (1.1, -10), (1.08, 5)]",True,img3,img5
1013.005,1013.621,1,2,"[(1.0, -10), (0.93, 5), (1.02, -5), (0.91, -10)]",False,img10,img1
1015.173,1015.741,2,1,"[(1.06, -10), (1.09, 10), (0.9, 0), (1.05, -5)]",True,img2,img5
1016.297,1016.973,1,3,"[(0.91, -5), (1.05, 5), (1.05, 10), (0.93, 5)]",True,img6,img7
1017.541,1018.259,2,0,"[(1.02, 0), (1.09, 10), (0.9, 5), (0.95, -10)]",True,img4,img7
1018.811,1019.465,2,1,"[(1.1, 5), (1.01, 0), (0.91, 10), (0.97, 0)]",True,img1,img9
1020.005,1020.562,2,1,"[(1.0, 0), (0.93, 0), (0.98, 10), (1.07, -10)]",True,img10,img9
1021.209,1022.018,2,1,"[(1.04, -5), (1.02, 0), (0.92, 5), (0.92, 10)]",False,img5,img7
1023.603,1024.382,5,2,"[(1.05, 10), (0.9, 5), (1.05, 5), (0.96, -10)]",True,img1,img5
1024.93,1025.526,5,1,"[(1.06, 0), (1.02, 0), (0.98, 0), (1.0, 5)]",False,img8,img4
1027.076,1027.537,5,0,"[(1.0, -10), (0.98, -5), (1.1, 5), (0.9, 0)]",False,img4,img7
1029.091,1029.699,1,1,"[(0.91, 0), (0.97, -10), (1.05, -5), (1.04, -10)]",False,img10,img2
1031.284,1031.896,1,1,"[(1.08, 10), (1.05, 5), (0.93, 5), (0.93, 0)]",False,img4,img1
1033.828,1034.428,4,2,"[(0.97, 10), (1.09, 5), (1.05, 10), (1.05, 5)]",True,img3,img2
1034.97,1035.502,2,3,"[(0.98, 0), (1.09, -10), (0.98, -5), (0.99, 10)]",False,img4,img9
1037.07,1037.71,5,2,"[(0.94, 0), (0.93, 0), (1.05, 5), (1.09, 0)]",True,img3,img2
1038.251,1038.722,4,1,"[(1.1, 5), (1.0, 5), (0.99, -10), (0.96, -5)]",True,img10,img3
1039.271,1040.017,2,3,"[(1.1, -10), (1.01, 10), (1.08, -10), (1.05, 5)]",True,img5,img3
1040.569,1041.239,1,2,"[(1.02, 10), (0.95, 10), (0.97, 5), (0.91, -5)]",True,img8,img4
1041.8,1042.451,5,2,"[(1.05, 5), (1.09, 5), (0.94, 5), (1.08, 10)]",True,img10,img3
1043.007,1043.793,4,3,"[(0.94, -10), (1.04, -5), (1.03, -5), (0.93, 5)]",True,img1,img9
1044.369,1044.918,2,1,"[(0.98, 5), (1.03, 10), (0.99, -5), (1.05, -5)]",True,img1,img8
1045.463,1046.071,1,0,"[(0.95, -10), (0.97, -10), (1.03, 5), (0.97, 0)]",True,img1,img7
1046.621,1047.057,4,1,"[(0.98, -5), (0.95, 0), (0.92, 5), (1.04, -10)]",False,img9,img8
1048.634,1049.327,4,1,"[(0.98, 10), (0.94, 5), (1.02, 0), (0.99, -5)]",True,img3,img5
1049.897,1050.607,4,3,"[(1.02, 5), (1.1, -10), (0.91, 10), (0.94, -10)]",True,img2,img7
1051.167,1051.68,4,0,"[(0.92, 5), (1.01, -5), (1.02, 0), (0.93, 5)]",True,img6,img9
1052.283,1053.134,4,1,"[(1.05, 0), (1.06, -10), (1.0, -5), (1.08, 0)]",False,img7,img4
1054.71,1055.343,4,0,"[(1.06, -5), (1.02, -10), (0.99, 5), (0.91, 5)]",True,img8,img7
1057.313,1058.072,2,3,"[(0.93, -10), (0.93, -10), (1.09, 10), (1.01, 0)]",True,img1,img2
1058.624,1060.508,4,3,"[(1.03, 0), (0.97, -10), (0.94, 5), (0.91, -10)]",True,img5,img7
1061.085,1061.961,1,2,"[(0.91, -5), (0.97, 0), (1.09, 0), (1.0, 0)]",False,img3,img8
1063.524,1064.281,2,2,"[(0.97, -10), (0.97, 5), (0.92, 5), (1.08, -5)]",False,img6,img7
1065.84,1066.5,5,0,"[(1.08, -10), (1.01, 10), (0.99, 0), (0.96, 5)]",True,img6,img4
1067.099,1067.908,4,3,"[(1.03, 5), (1.03, 0), (0.94, 0), (1.02, 0)]",True,img6,img3
1068.477,1069.068,5,0,"[(1.06, -5), (1.09, 0), (0.96, 10), (1.04, 5)]",True,img10,img4
1069.61,1070.323,2,0,"[(0.95, -5), (1.01, 5), (0.99, 5), (1.02, -5)]",True,img9,img2
1070.896,1071.506,2,0,"[(0.97, 10), (1.06, 5), (0.94, -10), (0.99, -5)]",False,img9,img7
1073.095,1073.736,4,3,"[(1.05, -10), (0.98, -10), (1.08, -5), (0.96, 10)]",True,img10,img8
1074.286,1074.889,2,2,"[(1.06, 0), (1.01, 0), (1.05, -10), (1.09, -5)]",True,img8,img2
1076.788,1077.289,5,1,"[(1.01, 10), (0.93, 0), (1.01, -10), (1.02, 5)]",True,img4,img2
1077.844,1078.454,4,3,"[(1.01, 0), (0.95, 0), (0.99, -5), (1.08, -5)]",True,img4,img7
1079.01,1079.626,5,1,"[(1.03, 10), (0.95, -5), (1.05, 5), (0.98, 0)]",True,img8,img10
1080.18,1080.939,4,1,"[(1.01, -5), (0.96, 10), (1.09, 5), (1.05, -5)]",True,img1,img7
1081.837,1082.488,4,1,"[(0.98, 10), (1.04, 5), (0.92, -5), (1.01, 5)]",True,img8,img5
1083.056,1083.925,2,1,"[(1.0, -10), (1.06, -10), (1.05, 0), (0.92, 10)]",False,img10,img5
1085.508,1086.139,2,0,"[(0.99, 10), (1.09, -10), (0.96, 5), (1.04, 0)]",True,img9,img1
1086.698,1087.402,4,0,"[(0.99, 5), (1.07, 5), (1.02, -10), (1.05, 5)]",True,img1,img8
1087.956,1089.189,5,3,"[(1.06, -5), (1.09, 5), (0.97, -10), (0.96, 5)]",True,img2,img7
1089.76,1090.352,1,1,"[(1.06, -5), (0.99, -5), (0.93, 5), (0.97, 5)]",False,img7,img5
1091.924,1092.549,1,0,"[(1.05, 10), (0.93, 0), (1.08, 5), (1.09, -5)]",True,img1,img8
1093.085,1093.667,4,1,"[(0.99, 0), (1.02, 5), (1.1, -5), (0.97, 10)]",False,img9,img1
1095.255,1095.9,5,2,"[(1.08, 10), (0.95, 0), (1.06, 10), (0.92, 5)]",True,img1,img8
1096.457,1097.096,4,3,"[(0.99, -5), (0.98, 0), (0.94, -10), (0.91, -5)]",True,img5,img9
1097.656,1098.183,5,3,"[(0.94, 5), (0.9, 5), (1.02, -10), (0.99, -10)]",True,img7,img8
1098.744,1099.466,2,3,"[(0.93, 5), (0.97, -10), (0.92, 0), (0.98, -10)]",True,img7,img6
1100.504,1101.134,5,2,"[(1.01, -5), (0.92, -10), (0.94, 10), (0.95, 0)]",True,img9,img3
1101.697,1102.307,4,0,"[(0.98, 5), (1.1, 10), (0.93, 10), (1.02, 10)]",True,img4,img2
1102.878,1103.429,1,1,"[(0.99, 0), (1.06, 10), (0.99, 0), (1.08, 0)]",True,img7,img1
1106.442,1107.043,4,2,"[(0.98, 5), (0.92, -5), (0.97, -5), (0.96, 5)]",True,img4,img5
1107.608,1108.21,4,2,"[(1.05, -5), (1.02, 5), (1.04, -5), (1.04, -5)]",True,img2,img9
1108.756,1109.332,2,3,"[(1.08, -5), (0.96, 5), (1.06, 10), (1.03, -10)]",True,img3,img1
1109.884,1110.579,2,2,"[(0.94, 5), (1.01, -10), (0.97, 5), (0.98, 5)]",True,img5,img10
1111.154,1112.063,1,2,"[(0.93, -5), (0.95, 0), (0.9, 5), (0.92, -10)]",True,img6,img2
1112.621,1113.322,4,1,"[(1.07, 10), (1.0, -10), (1.09, -10), (0.94, -10)]",True,img5,img6
1114.325,1115.234,1,3,"[(0.92, -5), (0.95, 5), (0.98, 10), (0.98, -10)]",True,img7,img9
1115.783,1116.37,1,0,"[(0.96, 5), (1.03, -10), (0.98, 5), (1.07, -5)]",True,img9,img10
1116.922,1117.535,5,2,"[(0.97, -10), (1.08, -5), (1.08, 5), (1.02, -10)]",True,img3,img5
1118.088,1118.604,5,1,"[(0.97, -5), (0.94, 10), (0.94, 0), (0.99, -10)]",True,img2,img6
1119.521,1120.021,5,1,"[(0.9, 10), (0.92, -5), (0.96, -10), (1.01, -10)]",True,img9,img5
1120.931,1121.363,4,1,"[(1.08, -5), (0.93, 10), (0.96, 0), (1.05, 10)]",True,img7,img3
1121.908,1122.501,5,3,"[(0.92, 10), (1.06, -5), (1.03, -5), (1.05, 5)]",True,img2,img8
1123.071,1123.63,4,2,"[(0.99, 0), (0.96, -5), (0.9, 0), (0.93, -5)]",True,img10,img6
1124.169,1124.73,1,0,"[(1.09, -10), (1.08, 0), (1.09, -10), (1.03, -10)]",True,img8,img1
1125.28,1125.842,4,1,"[(1.02, 10), (1.03, 0), (0.92, 0), (1.02, 5)]",True,img7,img9
1126.401,1127.232,1,1,"[(1.02, -10), (0.95, -10), (1.1, -5), (1.03, -10)]",True,img3,img2
1127.775,1128.413,4,1,"[(1.01, -10), (1.07, 5), (1.1, 0), (0.96, 5)]",True,img1,img5
1128.973,1129.592,4,3,"[(0.99, 10), (0.94, 10), (1.08, -5), (1.07, 10)]",True,img9,img10
1130.162,1130.763,5,0,"[(0.96, -5), (1.03, 10), (1.04, 10), (1.0, 10)]",True,img6,img5
1132.638,1133.137,5,0,"[(1.05, 10), (1.02, -10), (1.01, -5), (1.06, 10)]",True,img6,img9
1133.701,1134.27,4,3,"[(0.92, 0), (0.93, -10), (1.08, 10), (1.07, 10)]",True,img7,img10
1134.834,1135.4,1,1,"[(1.04, -5), (1.05, 5), (0.98, -5), (1.02, 10)]",False,img10,img7
1136.953,1137.514,5,1,"[(1.06, 10), (0.94, 10), (0.96, 5), (1.06, -10)]",True,img10,img9
1138.087,1138.61,1,1,"[(1.06, -5), (0.91, -5), (1.04, 5), (1.1, 10)]",True,img6,img5
1139.553,1140.09,5,1,"[(0.91, 5), (0.95, 10), (0.92, 5), (0.96, 5)]",False,img1,img4
1141.675,1142.243,5,2,"[(1.09, 0), (0.93, 5), (0.91, 5), (0.95, -10)]",True,img9,img7
1142.794,1143.405,5,3,"[(0.94, 0), (1.07, -5), (0.93, 10), (0.99, -5)]",True,img4,img5
1143.978,1144.496,1,1,"[(1.02, 10), (1.07, -5), (1.0, 0), (1.03, -10)]",True,img9,img7
1145.059,1145.675,5,3,"[(1.01, -5), (1.07, -10), (0.93, -5), (1.03, -10)]",True,img7,img2
1146.239,1146.829,4,2,"[(1.04, 10), (0.99, 5), (0.96, -5), (1.06, 0)]",True,img7,img6
1147.395,1147.964,4,3,"[(0.92, 10), (1.05, 5), (0.96, 0), (0.92, 10)]",True,img8,img6
1148.523,1149.027,1,1,"[(0.97, 10), (1.01, 0), (1.07, 0), (0.92, 5)]",True,img2,img6
1149.606,1150.063,2,1,"[(1.09, -5), (1.07, 10), (1.03, 5), (1.09, 0)]",False,img10,img4
1151.65,1152.192,1,1,"[(0.97, -10), (1.06, 0), (1.06, -10), (0.9, 10)]",False,img1,img2
1153.771,1154.37,4,0,"[(0.93, 0), (1.07, -5), (0.98, -5), (1.09, 0)]",True,img2,img3
1154.936,1155.477,4,1,"[(0.93, 10), (0.95, 0), (0.95, -5), (0.9, -10)]",True,img8,img4
1156.298,1157.046,4,3,"[(1.07, -5), (0.93, 10), (1.09, -10), (0.93, 5)]",True,img6,img10
1157.607,1158.179,4,0,"[(1.07, -10), (0.94, -5), (1.1, 5), (0.99, 5)]",True,img7,img2
1158.735,1159.512,1,0,"[(0.98, 10), (1.05, 0), (1.06, -5), (1.06, 0)]",True,img4,img5
1160.471,1161.29,5,1,"[(0.95, -5), (0.95, -5), (1.02, -10), (1.07, 5)]",True,img9,img8
1162.219,1162.901,5,0,"[(0.9, 10), (0.92, -10), (1.07, -5), (1.03, -5)]",False,img8,img1
1164.464,1165.04,2,1,"[(0.92, -5), (0.99, 5), (1.03, 0), (1.07, -5)]",True,img10,img8
1165.591,1166.235,5,2,"[(1.05, -5), (1.01, 5), (1.09, 0), (0.98, 0)]",True,img5,img10
1166.781,1167.565,4,3,"[(0.92, 10), (0.96, -5), (1.09, -5), (0.96, -5)]",True,img6,img2
1168.541,1169.153,5,1,"[(1.01, 10), (1.06, 10), (1.06, 10), (1.01, 0)]",True,img1,img9
1170.909,1171.547,5,3,"[(1.01, -10), (0.94, 5), (1.02, 5), (0.94, 5)]",True,img3,img10
1172.11,1172.819,1,1,"[(1.06, 0), (0.94, 0), (1.0, 10), (1.09, -5)]",True,img5,img7
1173.384,1173.982,5,2,"[(1.02, 0), (1.07, -10), (1.03, -10), (0.93, 10)]",False,img10,img7
1175.737,1176.418,1,3,"[(0.96, -10), (1.01, -5), (0.91, 5), (0.94, 0)]",True,img8,img7
1176.98,1177.541,2,1,"[(0.94, 5), (0.93, -10), (0.98, -5), (1.06, 0)]",True,img1,img10
1178.104,1178.732,1,3,"[(1.05, -10), (1.02, -5), (1.02, 5), (0.97, 5)]",False,img10,img3
1180.301,1181.442,4,0,"[(1.09, 5), (0.97, 0), (0.98, 0), (0.9, 0)]",False,img2,img8
1184.107,1184.774,1,2,"[(1.07, 5), (0.92, 0), (1.01, -5), (0.9, -10)]",True,img8,img9
1185.336,1185.999,1,1,"[(1.06, 10), (0.91, 0), (1.01, 0), (1.03, -5)]",False,img7,img2
1187.566,1188.103,5,0,"[(1.0, 0), (1.05, 0), (1.02, 0), (0.99, 0)]",True,img6,img8
1188.851,1189.354,4,1,"[(1.01, -5), (1.0, -5), (1.02, 10), (0.94, -5)]",False,img10,img7
1191.554,1191.993,1,0,"[(1.03, 10), (1.09, -10), (1.08, -10), (0.93, 10)]",True,img5,img6
1194.499,1194.977,4,1,"[(1.01, 5), (0.99, -10), (0.91, -10), (1.04, 0)]",False,img6,img8
1198.708,1199.246,1,1,"[(0.99, -5), (1.02, -10), (0.99, 10), (0.98, 5)]",False,img8,img2
1200.832,1201.647,2,0,"[(1.06, 10), (1.09, 5), (0.97, 5), (1.02, -5)]",True,img6,img5
1202.637,1203.163,5,0,"[(0.96, -10), (1.03, -10), (0.93, 5), (1.09, -10)]",True,img6,img7
1203.742,1204.528,4,3,"[(1.08, 0), (0.96, -10), (0.94, -10), (0.92, -5)]",True,img1,img6
1205.426,1205.916,2,0,"[(1.08, -5), (1.06, 10), (1.0, 0), (1.05, 0)]",True,img5,img6
1206.469,1207.027,2,0,"[(1.04, 0), (0.98, 10), (0.93, 0), (0.94, -10)]",True,img10,img3
1207.592,1208.198,5,2,"[(0.94, -10), (1.06, 0), (0.92, 10), (0.91, -5)]",True,img7,img6
1208.74,1209.261,2,1,"[(1.07, -10), (1.09, 0), (0.97, -5), (0.91, -10)]",True,img3,img5
1209.836,1210.395,2,3,"[(0.97, 0), (0.98, -5), (1.09, -10), (0.95, -10)]",True,img3,img6
1210.93,1211.484,1,1,"[(0.96, -10), (0.97, 5), (1.05, 10), (0.94, -5)]",True,img9,img4
1212.039,1212.74,1,3,"[(1.03, 0), (0.99, 5), (0.95, 5), (0.98, -5)]",True,img9,img3
1213.286,1213.92,2,3,"[(0.92, 0), (1.02, -10), (1.08, -5), (1.06, 0)]",True,img4,img2
1217.292,1217.86,4,3,"[(0.98, 5), (1.0, -5), (0.95, 5), (1.06, -10)]",True,img4,img6
1218.421,1219.024,5,3,"[(1.03, 0), (1.02, -10), (1.0, 10), (0.92, 5)]",True,img8,img9
1219.579,1220.104,5,3,"[(1.06, 10), (1.09, -10), (0.98, 10), (0.94, -5)]",True,img8,img5
1220.651,1221.378,4,3,"[(0.94, 0), (1.02, -5), (1.02, 5), (0.91, -5)]",False,img3,img9
1222.962,1223.472,5,0,"[(1.0, -5), (1.0, 10), (1.09, -5), (1.06, 10)]",True,img4,img8
1225.413,1226.076,1,3,"[(1.1, 5), (1.09, -5), (0.96, -5), (0.94, 5)]",False,img4,img10
1227.65,1228.168,4,1,"[(1.04, 5), (1.0, -10), (0.91, 5), (0.9, 5)]",True,img7,img5
1229.763,1230.341,2,3,"[(1.07, 10), (1.07, 5), (1.1, 5), (1.07, 0)]",False,img7,img9
1231.9,1232.461,2,1,"[(1.03, 10), (1.01, 5), (0.96, 5), (1.03, 10)]",False,img7,img5
1234.044,1234.736,1,3,"[(0.98, 0), (0.93, -10), (0.94, -5), (1.05, -5)]",True,img5,img3
1236.976,1237.482,2,1,"[(1.08, -10), (0.94, -5), (0.98, 5), (0.97, 5)]",False,img5,img8
1239.04,1240.04,2,3,"[(1.07, -5), (1.02, 0), (1.1, 5), (0.96, -5)]",True,img2,img8
1240.744,1241.354,2,3,"[(0.98, 10), (1.02, 0), (0.95, 0), (1.0, 0)]",True,img2,img10
1241.916,1242.399,2,1,"[(1.04, 10), (0.92, 0), (0.97, -5), (0.92, 0)]",True,img2,img4
1242.959,1243.459,5,1,"[(1.0, -5), (0.93, 0), (1.08, 0), (1.04, 0)]",False,img1,img3
1246.165,1246.69,1,0,"[(0.91, 10), (1.08, -10), (1.0, -10), (1.04, -5)]",True,img5,img9
1247.334,1247.97,4,2,"[(1.0, 10), (1.05, 5), (1.08, -10), (1.02, 10)]",True,img8,img9
1248.515,1249.11,2,3,"[(0.98, 0), (1.06, 0), (0.99, 10), (0.92, -5)]",False,img5,img4
1250.678,1251.315,1,1,"[(0.95, -5), (0.92, 5), (0.95, 5), (0.95, 5)]",False,img9,img2
1253.097,1253.7,1,2,"[(1.03, 10), (0.99, 10), (0.97, 10), (1.01, -5)]",True,img10,img6
1254.27,1254.763,2,1,"[(0.95, 10), (0.98, 0), (1.0, -5), (1.05, -10)]",True,img5,img9
1255.341,1255.984,4,2,"[(0.98, 10), (1.02, 5), (0.99, 5), (0.99, 0)]",True,img4,img8
1256.53,1257.029,5,1,"[(1.01, 0), (0.98, 5), (0.92, 0), (0.91, -5)]",True,img3,img1
1257.603,1258.244,4,2,"[(1.03, -5), (0.94, 0), (1.0, 5), (1.02, -10)]",True,img8,img1
1258.809,1259.47,2,2,"[(1.04, -5), (0.97, -10), (0.93, -10), (0.94, 0)]",False,img6,img2
1262.042,1262.71,5,2,"[(1.1, 0), (1.02, 0), (1.01, 10), (1.04, 0)]",True,img9,img10
1263.253,1263.91,5,3,"[(0.95, -5), (1.04, -5), (1.03, 10), (1.01, -10)]",True,img4,img9
1264.495,1265.03,5,1,"[(0.99, -10), (1.07, -5), (1.04, -10), (1.0, -10)]",True,img4,img1
1266.041,1266.617,5,0,"[(0.97, -5), (1.01, 5), (1.06, 10), (0.92, -10)]",True,img10,img8
1267.191,1267.632,2,0,"[(1.08, -5), (1.06, 10), (1.0, 0), (1.05, 0)]",True,img3,img10
1270.028,1270.53,1,0,"[(1.02, -10), (1.09, -10), (1.0, -10), (1.06, -5)]",True,img8,img3
1272.268,1272.933,1,3,"[(0.94, 10), (1.05, 5), (1.01, 0), (1.04, -5)]",True,img9,img5
1273.498,1274.006,2,0,"[(1.01, 5), (0.98, 0), (1.0, -5), (1.05, 0)]",True,img2,img7
1276.505,1277.268,2,3,"[(0.98, 10), (1.0, -5), (1.08, 0), (0.98, 0)]",False,img3,img2
1278.842,1279.441,5,3,"[(1.07, -5), (0.94, 0), (1.05, -5), (1.02, 10)]",True,img7,img1
1279.995,1280.513,2,0,"[(0.93, -5), (0.94, -10), (0.98, 10), (1.0, 10)]",True,img8,img1
1281.077,1281.666,1,0,"[(1.04, 10), (1.0, 5), (1.05, 5), (1.07, -10)]",True,img2,img4
1282.624,1283.343,5,2,"[(0.99, -5), (0.98, 5), (0.9, -5), (1.01, 10)]",True,img5,img10
1283.898,1284.633,2,2,"[(1.09, -10), (1.1, 10), (1.09, 0), (1.05, 5)]",True,img1,img5
1285.186,1286.81,2,2,"[(0.93, 10), (1.09, 5), (0.99, 10), (0.92, -10)]",True,img7,img4
1287.363,1287.908,4,1,"[(1.1, 0), (1.02, 5), (1.01, -5), (0.98, -5)]",False,img10,img2
1291.213,1292.089,1,3,"[(0.93, 10), (0.94, -5), (0.94, -10), (1.08, 0)]",False,img8,img1
1293.643,1294.434,4,3,"[(1.08, -10), (0.93, 5), (1.0, 10), (0.98, -5)]",False,img9,img6
1295.994,1296.7,2,3,"[(0.91, -5), (1.0, 5), (1.05, 10), (1.1, -10)]",True,img8,img4
1297.265,1297.853,4,1,"[(1.09, -5), (0.91, -10), (0.97, 5), (1.07, 10)]",True,img1,img8
1298.429,1299.005,5,1,"[(0.94, -10), (0.94, -10), (1.1, 0), (1.03, -5)]",True,img8,img1
1299.743,1300.574,4,3,"[(0.98, 0), (1.06, -5), (0.93, -10), (1.09, -5)]",True,img1,img7
1301.124,1301.98,4,2,"[(0.96, 5), (0.99, 0), (1.08, 10), (1.1, -10)]",True,img2,img1
1302.519,1303.267,2,2,"[(1.1, -10), (0.92, 0), (0.94, 0), (1.07, -10)]",False,img5,img8
1304.833,1305.495,1,1,"[(0.9, 10), (1.03, 10), (0.96, -10), (1.04, 10)]",True,img3,img8
1306.06,1306.795,2,1,"[(1.03, 0), (1.05, 5), (0.93, 0), (1.02, 0)]",True,img4,img1
1307.43,1307.964,5,0,"[(0.94, 5), (0.97, 0), (0.95, 5), (1.05, -5)]",True,img9,img5
1308.515,1309.171,5,1,"[(0.95, -5), (1.01, 5), (0.91, 5), (1.05, 5)]",True,img6,img3
1309.918,1310.542,4,2,"[(1.08, -10), (1.06, -10), (0.97, -10), (1.05, 5)]",True,img7,img8
1311.086,1311.741,1,0,"[(0.93, 0), (1.01, 0), (1.09, 10), (1.01, -10)]",True,img9,img5
1312.304,1312.981,5,1,"[(1.05, -10), (0.92, 0), (0.97, 5), (0.97, -10)]",True,img6,img9
